"ID","Constituency ID","Name","Alias","Date Created","Last Updated"
"1152","231","Bunyala Central","","23/08/2021","23/08/2021"
"1153","231","Bunyala North","","23/08/2021","23/08/2021"
"1154","231","Bunyala West","","23/08/2021","23/08/2021"
"1155","231","Bunyala South","","23/08/2021","23/08/2021"
"1156","232","West Ugenya","","23/08/2021","23/08/2021"
"1157","232","Ukwala","","23/08/2021","23/08/2021"
"1158","232","North Ugenya","","23/08/2021","23/08/2021"
"1159","232","East Ugenya","","23/08/2021","23/08/2021"
"1160","233","Sidindi","","23/08/2021","23/08/2021"
"1161","233","Sigomere","","23/08/2021","23/08/2021"
"1162","233","Ugunja","","23/08/2021","23/08/2021"
"1163","234","Usonga","","23/08/2021","23/08/2021"
"1164","234","West Alego","","23/08/2021","23/08/2021"
"1165","234","Central Alego","","23/08/2021","23/08/2021"
"1166","234","Siaya Township","","23/08/2021","23/08/2021"
"1167","234","North Alego","","23/08/2021","23/08/2021"
"1168","234","South East Alego","","23/08/2021","23/08/2021"
"1169","235","North Gem","","23/08/2021","23/08/2021"
"1170","235","West Gem","","23/08/2021","23/08/2021"
"1171","235","Central Gem","","23/08/2021","23/08/2021"
"1172","235","Yala Township","","23/08/2021","23/08/2021"
"1173","235","East Gem","","23/08/2021","23/08/2021"
"1174","235","South Gem","","23/08/2021","23/08/2021"
"1175","236","West Yimbo","","23/08/2021","23/08/2021"
"1176","236","Central Sakwa","","23/08/2021","23/08/2021"
"1177","236","South Sakwa","","23/08/2021","23/08/2021"
"1178","236","Yimbo East","","23/08/2021","23/08/2021"
"1179","236","West Sakwa","","23/08/2021","23/08/2021"
"1180","236","North Sakwa","","23/08/2021","23/08/2021"
"1181","237","East Asembo","","23/08/2021","23/08/2021"
"1182","237","West Asembo","","23/08/2021","23/08/2021"
"1183","237","North Uyoma","","23/08/2021","23/08/2021"
"1184","237","South Uyoma","","23/08/2021","23/08/2021"
"1185","237","West Uyoma","","23/08/2021","23/08/2021"
"1186","238","Kajulu","","23/08/2021","23/08/2021"
"1187","238","Kolwa East","","23/08/2021","23/08/2021"
"1188","238","Manyatta 'b'","","23/08/2021","23/08/2021"
"1189","238","Nyalenda 'a'","","23/08/2021","23/08/2021"
"1190","238","Kolwa Central","","23/08/2021","23/08/2021"
"1191","239","South West Kisumu","","23/08/2021","23/08/2021"
"1192","239","Central Kisumu","","23/08/2021","23/08/2021"
"1193","239","Kisumu North","","23/08/2021","23/08/2021"
"1194","239","West Kisumu","","23/08/2021","23/08/2021"
"1195","239","North West Kisumu","","23/08/2021","23/08/2021"
"1196","240","Railways","","23/08/2021","23/08/2021"
"1197","240","Migosi","","23/08/2021","23/08/2021"
"1198","240","Shaurimoyo Kaloleni","","23/08/2021","23/08/2021"
"1199","240","Market Milimani","","23/08/2021","23/08/2021"
"1200","240","Kondele","","23/08/2021","23/08/2021"
"1201","240","Nyalenda B","","23/08/2021","23/08/2021"
"1202","241","West Seme","","23/08/2021","23/08/2021"
"1203","241","Central Seme","","23/08/2021","23/08/2021"
"1204","241","East Seme","","23/08/2021","23/08/2021"
"1205","241","North Seme","","23/08/2021","23/08/2021"
"1206","242","East Kano/wawidhi","","23/08/2021","23/08/2021"
"1207","242","Awasi/onjiko","","23/08/2021","23/08/2021"
"1208","242","Ahero","","23/08/2021","23/08/2021"
"1209","242","Kabonyo/kanyagwal","","23/08/2021","23/08/2021"
"1210","242","Kobura","","23/08/2021","23/08/2021"
"1211","243","Miwani","","23/08/2021","23/08/2021"
"1212","243","Ombeyi","","23/08/2021","23/08/2021"
"1213","243","Masogo/nyang'oma","","23/08/2021","23/08/2021"
"1214","243","Chemelil","","23/08/2021","23/08/2021"
"1215","243","Muhoroni/koru","","23/08/2021","23/08/2021"
"1216","244","South West Nyakach","","23/08/2021","23/08/2021"
"1217","244","North Nyakach","","23/08/2021","23/08/2021"
"1218","244","Central Nyakach","","23/08/2021","23/08/2021"
"1219","244","West Nyakach","","23/08/2021","23/08/2021"
"1220","244","South East Nyakach","","23/08/2021","23/08/2021"
"1221","245","West Kasipul","","23/08/2021","23/08/2021"
"1222","245","South Kasipul","","23/08/2021","23/08/2021"
"1223","245","Central Kasipul","","23/08/2021","23/08/2021"
"1224","245","East Kamagak","","23/08/2021","23/08/2021"
"1225","245","West Kamagak","","23/08/2021","23/08/2021"
"1226","246","Kabondo East","","23/08/2021","23/08/2021"
"1227","246","Kabondo West","","23/08/2021","23/08/2021"
"1228","246","Kokwanyo/kakelo","","23/08/2021","23/08/2021"
"1229","246","Kojwach","","23/08/2021","23/08/2021"
"1230","247","West Karachuonyo","","23/08/2021","23/08/2021"
"1231","247","North Karachuonyo","","23/08/2021","23/08/2021"
"1232","247","Central","","23/08/2021","23/08/2021"
"1233","247","Kanyaluo","","23/08/2021","23/08/2021"
"1234","247","Kibiri","","23/08/2021","23/08/2021"
"1235","247","Wangchieng","","23/08/2021","23/08/2021"
"1236","247","Kendu Bay Town","","23/08/2021","23/08/2021"
"1237","248","West Gem","","23/08/2021","23/08/2021"
"1238","248","East Gem","","23/08/2021","23/08/2021"
"1239","248","Kagan","","23/08/2021","23/08/2021"
"1240","248","Kochia","","23/08/2021","23/08/2021"
"1241","249","Homa Bay Central","","23/08/2021","23/08/2021"
"1242","249","Homa Bay Arujo","","23/08/2021","23/08/2021"
"1243","249","Homa Bay West","","23/08/2021","23/08/2021"
"1244","249","Homa Bay East","","23/08/2021","23/08/2021"
"1245","250","Kwabwai","","23/08/2021","23/08/2021"
"1246","250","Kanyadoto","","23/08/2021","23/08/2021"
"1247","250","Kanyikela","","23/08/2021","23/08/2021"
"1248","250","North Kabuoch","","23/08/2021","23/08/2021"
"1249","250","Kabuoch South/pala","","23/08/2021","23/08/2021"
"1250","250","Kanyamwa Kologi","","23/08/2021","23/08/2021"
"1251","250","Kanyamwa Kosewe","","23/08/2021","23/08/2021"
"1252","251","Mfangano Island","","23/08/2021","23/08/2021"
"1253","251","Rusinga Island","","23/08/2021","23/08/2021"
"1254","251","Kasgunga","","23/08/2021","23/08/2021"
"1255","251","Gembe","","23/08/2021","23/08/2021"
"1256","251","Lambwe","","23/08/2021","23/08/2021"
"1257","252","Gwassi South","","23/08/2021","23/08/2021"
"1258","252","Gwassi North","","23/08/2021","23/08/2021"
"1259","252","Kaksingri West","","23/08/2021","23/08/2021"
"1260","252","Ruma Kaksingri East","","23/08/2021","23/08/2021"
"1261","253","North Kamagambo","","23/08/2021","23/08/2021"
"1262","253","Central Kamagambo","","23/08/2021","23/08/2021"
"1263","253","East Kamagambo","","23/08/2021","23/08/2021"
"1264","253","South Kamagambo","","23/08/2021","23/08/2021"
"1265","254","North Sakwa","","23/08/2021","23/08/2021"
"1266","254","South Sakwa","","23/08/2021","23/08/2021"
"1267","254","West Sakwa","","23/08/2021","23/08/2021"
"1268","254","Central Sakwa","","23/08/2021","23/08/2021"
"1269","255","God Jope","","23/08/2021","23/08/2021"
"1270","255","Suna Central","","23/08/2021","23/08/2021"
"1271","255","Kakrao","","23/08/2021","23/08/2021"
"1272","255","Kwa","","23/08/2021","23/08/2021"
"1273","256","Wiga","","23/08/2021","23/08/2021"
"1274","256","Wasweta Ii","","23/08/2021","23/08/2021"
"1275","256","Ragana-oruba","","23/08/2021","23/08/2021"
"1276","256","Wasimbete","","23/08/2021","23/08/2021"
"1277","257","West Kanyamkago","","23/08/2021","23/08/2021"
"1278","257","North Kanyamkago","","23/08/2021","23/08/2021"
"1279","257","Central Kanyamkago","","23/08/2021","23/08/2021"
"1280","257","South Kanyamkago","","23/08/2021","23/08/2021"
"1281","257","East Kanyamkago","","23/08/2021","23/08/2021"
"1282","258","Kachien'g","","23/08/2021","23/08/2021"
"1283","258","Kanyasa","","23/08/2021","23/08/2021"
"1284","258","North Kadem","","23/08/2021","23/08/2021"
"1285","258","Macalder/kanyarwanda","","23/08/2021","23/08/2021"
"1286","258","Kaler","","23/08/2021","23/08/2021"
"1287","258","Got Kachola","","23/08/2021","23/08/2021"
"1288","258","Muhuru","","23/08/2021","23/08/2021"
"1289","259","Bukira East","","23/08/2021","23/08/2021"
"1290","259","Bukira Centrl/ikerege","","23/08/2021","23/08/2021"
"1291","259","Isibania","","23/08/2021","23/08/2021"
"1292","259","Makerero","","23/08/2021","23/08/2021"
"1293","259","Masaba","","23/08/2021","23/08/2021"
"1294","259","Tagare","","23/08/2021","23/08/2021"
"1295","259","Nyamosense/komosoko","","23/08/2021","23/08/2021"
"1296","260","Gokeharaka/getambwega","","23/08/2021","23/08/2021"
"1297","260","Ntimaru West","","23/08/2021","23/08/2021"
"1298","260","Ntimaru East","","23/08/2021","23/08/2021"
"1299","260","Nyabasi East","","23/08/2021","23/08/2021"
"1300","260","Nyabasi West","","23/08/2021","23/08/2021"
"1301","261","Bomariba","","23/08/2021","23/08/2021"
"1302","261","Bogiakumu","","23/08/2021","23/08/2021"
"1303","261","Bomorenda","","23/08/2021","23/08/2021"
"1304","261","Riana","","23/08/2021","23/08/2021"
"1305","262","Tabaka","","23/08/2021","23/08/2021"
"1306","262","Boikang'a","","23/08/2021","23/08/2021"
"1307","262","Bogetenga","","23/08/2021","23/08/2021"
"1308","262","Borabu / Chitago","","23/08/2021","23/08/2021"
"1309","262","Moticho","","23/08/2021","23/08/2021"
"1310","262","Getenga","","23/08/2021","23/08/2021"
"1311","263","Bombaba Borabu","","23/08/2021","23/08/2021"
"1312","263","Boochi Borabu","","23/08/2021","23/08/2021"
"1313","263","Bokimonge","","23/08/2021","23/08/2021"
"1314","263","Magenche","","23/08/2021","23/08/2021"
"1315","264","Masige West","","23/08/2021","23/08/2021"
"1316","264","Masige East","","23/08/2021","23/08/2021"
"1317","264","Bobasi Central","","23/08/2021","23/08/2021"
"1318","264","Nyacheki","","23/08/2021","23/08/2021"
"1319","264","Bobasi Bogetaorio","","23/08/2021","23/08/2021"
"1320","264","Bobasi Chache","","23/08/2021","23/08/2021"
"1321","264","Sameta/mokwerero","","23/08/2021","23/08/2021"
"1322","264","Bobasi Boitangare","","23/08/2021","23/08/2021"
"1323","265","Majoge","","23/08/2021","23/08/2021"
"1324","265","Boochi/tendere","","23/08/2021","23/08/2021"
"1325","265","Bosoti/sengera","","23/08/2021","23/08/2021"
"1326","266","Ichuni","","23/08/2021","23/08/2021"
"1327","266","Nyamasibi","","23/08/2021","23/08/2021"
"1328","266","Masimba","","23/08/2021","23/08/2021"
"1329","266","Gesusu","","23/08/2021","23/08/2021"
"1330","266","Kiamokama","","23/08/2021","23/08/2021"
"1331","267","Bobaracho","","23/08/2021","23/08/2021"
"1332","267","Kisii Central","","23/08/2021","23/08/2021"
"1333","267","Keumbu","","23/08/2021","23/08/2021"
"1334","267","Kiogoro","","23/08/2021","23/08/2021"
"1335","267","Birongo","","23/08/2021","23/08/2021"
"1336","267","Ibeno","","23/08/2021","23/08/2021"
"1337","268","Monyerero","","23/08/2021","23/08/2021"
"1338","268","Sensi","","23/08/2021","23/08/2021"
"1339","268","Marani","","23/08/2021","23/08/2021"
"1340","268","Kegogi","","23/08/2021","23/08/2021"
"1341","269","Bogusero","","23/08/2021","23/08/2021"
"1342","269","Bogeka","","23/08/2021","23/08/2021"
"1343","269","Nyakoe","","23/08/2021","23/08/2021"
"1344","269","Kitutu   Central","","23/08/2021","23/08/2021"
"1345","269","Nyatieko","","23/08/2021","23/08/2021"
"1346","270","Rigoma","","23/08/2021","23/08/2021"
"1347","270","Gachuba","","23/08/2021","23/08/2021"
"1348","270","Kemera","","23/08/2021","23/08/2021"
"1349","270","Magombo","","23/08/2021","23/08/2021"
"1350","270","Manga","","23/08/2021","23/08/2021"
"1351","270","Gesima","","23/08/2021","23/08/2021"
"1352","271","Nyamaiya","","23/08/2021","23/08/2021"
"1353","271","Bogichora","","23/08/2021","23/08/2021"
"1354","271","Bosamaro","","23/08/2021","23/08/2021"
"1355","271","Bonyamatuta","","23/08/2021","23/08/2021"
"1356","271","Township","","23/08/2021","23/08/2021"
"1357","272","Itibo","","23/08/2021","23/08/2021"
"1358","272","Bomwagamo","","23/08/2021","23/08/2021"
"1359","272","Bokeira","","23/08/2021","23/08/2021"
"1360","272","Magwagwa","","23/08/2021","23/08/2021"
"1361","272","Ekerenyo","","23/08/2021","23/08/2021"
"1362","273","Mekenene","","23/08/2021","23/08/2021"
"1363","273","Kiabonyoru","","23/08/2021","23/08/2021"
"1364","273","Nyansiongo","","23/08/2021","23/08/2021"
"1365","273","Esise","","23/08/2021","23/08/2021"
"1366","274","Kitisuru","","23/08/2021","23/08/2021"
"1367","274","Parklands/highridge","","23/08/2021","23/08/2021"
"1368","274","Karura","","23/08/2021","23/08/2021"
"1369","274","Kangemi","","23/08/2021","23/08/2021"
"1370","274","Mountain View","","23/08/2021","23/08/2021"
"1371","275","Kilimani","","23/08/2021","23/08/2021"
"1372","275","Kawangware","","23/08/2021","23/08/2021"
"1373","275","Gatina","","23/08/2021","23/08/2021"
"1374","275","Kileleshwa","","23/08/2021","23/08/2021"
"1375","275","Kabiro","","23/08/2021","23/08/2021"
"1376","276","Mutuini","","23/08/2021","23/08/2021"
"1377","276","Ngando","","23/08/2021","23/08/2021"
"1378","276","Riruta","","23/08/2021","23/08/2021"
"1379","276","Uthiru/ruthimitu","","23/08/2021","23/08/2021"
"1380","276","Waithaka","","23/08/2021","23/08/2021"
"1381","277","Karen","","23/08/2021","23/08/2021"
"1382","277","Nairobi West","","23/08/2021","23/08/2021"
"1383","277","Mugumo-ini","","23/08/2021","23/08/2021"
"1384","277","South-c","","23/08/2021","23/08/2021"
"1385","277","Nyayo Highrise","","23/08/2021","23/08/2021"
"1386","278","Laini Saba","","23/08/2021","23/08/2021"
"1387","278","Lindi","","23/08/2021","23/08/2021"
"1388","278","Makina","","23/08/2021","23/08/2021"
"1389","278","Woodley/kenyatta Golf","","23/08/2021","23/08/2021"
"1390","278","Sarangombe","","23/08/2021","23/08/2021"
"1391","279","Githurai","","23/08/2021","23/08/2021"
"1392","279","Kahawa West","","23/08/2021","23/08/2021"
"1393","279","Zimmerman","","23/08/2021","23/08/2021"
"1394","279","Roysambu","","23/08/2021","23/08/2021"
"1395","279","Kahawa","","23/08/2021","23/08/2021"
"1396","280","Claycity","","23/08/2021","23/08/2021"
"1397","280","Mwiki","","23/08/2021","23/08/2021"
"1398","280","Kasarani","","23/08/2021","23/08/2021"
"1399","280","Njiru","","23/08/2021","23/08/2021"
"1400","280","Ruai","","23/08/2021","23/08/2021"
"1401","281","Baba Dogo","","23/08/2021","23/08/2021"
"1402","281","Utalii","","23/08/2021","23/08/2021"
"1403","281","Mathare North","","23/08/2021","23/08/2021"
"1404","281","Lucky Summer","","23/08/2021","23/08/2021"
"1405","281","Korogocho","","23/08/2021","23/08/2021"
"1406","282","Imara Daima","","23/08/2021","23/08/2021"
"1407","282","Kwa Njenga","","23/08/2021","23/08/2021"
"1408","282","Kwa Reuben","","23/08/2021","23/08/2021"
"1409","282","Pipeline","","23/08/2021","23/08/2021"
"1410","282","Kware","","23/08/2021","23/08/2021"
"1411","283","Kariobangi North","","23/08/2021","23/08/2021"
"1412","283","Dandora Area I","","23/08/2021","23/08/2021"
"1413","283","Dandora Area Ii","","23/08/2021","23/08/2021"
"1414","283","Dandora Area Iii","","23/08/2021","23/08/2021"
"1415","283","Dandora Area Iv","","23/08/2021","23/08/2021"
"1416","284","Kayole North","","23/08/2021","23/08/2021"
"1417","284","Kayole Central","","23/08/2021","23/08/2021"
"1418","284","Kayole South","","23/08/2021","23/08/2021"
"1419","284","Komarock","","23/08/2021","23/08/2021"
"1420","284","Matopeni","","23/08/2021","23/08/2021"
"1421","285","Upper Savannah","","23/08/2021","23/08/2021"
"1422","285","Lower Savannah","","23/08/2021","23/08/2021"
"1423","285","Embakasi","","23/08/2021","23/08/2021"
"1424","285","Utawala","","23/08/2021","23/08/2021"
"1425","285","Mihango","","23/08/2021","23/08/2021"
"1426","286","Umoja I","","23/08/2021","23/08/2021"
"1427","286","Umoja Ii","","23/08/2021","23/08/2021"
"1428","286","Mowlem","","23/08/2021","23/08/2021"
"1429","286","Kariobangi South","","23/08/2021","23/08/2021"
"1430","287","Makongeni","","23/08/2021","23/08/2021"
"1431","287","Maringo/hamza","","23/08/2021","23/08/2021"
"1432","287","Harambee","","23/08/2021","23/08/2021"
"1433","287","Viwandani","","23/08/2021","23/08/2021"
"1434","288","Pumwani","","23/08/2021","23/08/2021"
"1435","288","Eastleigh North","","23/08/2021","23/08/2021"
"1436","288","Eastleigh South","","23/08/2021","23/08/2021"
"1437","288","Airbase","","23/08/2021","23/08/2021"
"1438","288","California","","23/08/2021","23/08/2021"
"1439","289","Nairobi Central","","23/08/2021","23/08/2021"
"1440","289","Ngara","","23/08/2021","23/08/2021"
"1441","289","Ziwani/kariokor","","23/08/2021","23/08/2021"
"1442","289","Pangani","","23/08/2021","23/08/2021"
"1443","289","Landimawe","","23/08/2021","23/08/2021"
"1444","289","Nairobi South","","23/08/2021","23/08/2021"
"1445","290","Hospital","","23/08/2021","23/08/2021"
"1446","290","Mabatini","","23/08/2021","23/08/2021"
"1447","290","Huruma","","23/08/2021","23/08/2021"
"1448","290","Ngei","","23/08/2021","23/08/2021"
"1449","290","Mlango Kubwa","","23/08/2021","23/08/2021"
"1450","290","Kiamaiko","","23/08/2021","23/08/2021"
